CD,NM,ROE,PER,PBR,PROFIT,INCOME
A230240,에치에프알,"[0.66, 1.29, -35.73, 22.9]","[292.5, 339.19, -13.71, 18.95]","[1.69, 4.32, 5.48, 3.88]","[29, 22, -259, 211]","[6, 4, -290, 193]"
A230360,에코마케팅,"[19.46, 32.65, 42.16, 21.34]","[12.02, 16.52, 18.35, 16.42]","[2.13, 4.89, 6.74, 3.7]","[169, 378, 589, 365]","[160, 334, 548, 306]"
A247540,에코프로비엠,"[26.73, 0, 12.99, 0.0, 16.89]","[0.0, 0, 30.37, 75.69, 71.91]","[0, 2.93, 8.03, 10.28]","[0, 371, 548, 1278]","[0, 345, 467, 982]"
A060250,NHN한국사이버결제,"[15.47, 20.2, 21.35, 19.67]","[15.56, 20.83, 56.04, 30.05]","[2.52, 4.33, 11.83, 5.19]","[218, 321, 398, 433]","[168, 245, 299, 336]"
A061970,엘비세미콘,"[24.47, 16.71, 16.16]","[10.48, 23.87, 17.97]","[2.28, 3.71, 2.56]","[504, 428, 442]","[365, 316, 383]"
A058970,엠로,"[-4.52, 8.53, 0.0, 37.55]","[-18.69, 16.26, 17.1, 30.63]","[0.84, 1.52, 4.12, 9.63]","[-4, 9, 65, 78]","[-6, 10, 38, 65]"
A347890,엠투아이,"[16.2, 0, 20.58, 16.0]","[0.0, 0, 13.88, 15.34]","[0, 2.47, 2.34]","[0, 108, 115]","[0, 100, 100]"
A048260,오스템임플란트,"[11.45, -17.24, 78.8, 43.3]","[60.22, -37.16, 6.81, 19.44]","[6.76, 7.19, 3.62, 6.63]","[310, 429, 981, 1341]","[63, -220, 1035, 1026]"
A104830,원익머트리얼즈,"[16.28, 9.55, 10.26, 15.26]","[6.52, 13.61, 13.34, 8.07]","[0.98, 1.24, 1.31, 1.14]","[422, 360, 459, 488]","[412, 281, 331, 562]"
A240810,원익IPS,"[25.45, 9.16, 15.91, 19.88]","[9.55, 40.5, 22.2, 12.18]","[2.25, 3.05, 3.22, 2.19]","[1059, 411, 1406, 1734]","[869, 429, 978, 1456]"
A074600,원익QnC,"[21.25, 1.23, 11.44, 21.84]","[6.49, 157.36, 21.64, 11.56]","[1.25, 1.93, 2.34, 2.28]","[412, 274, 412, 880]","[412, 36, 155, 595]"
A101160,월덱스,"[28.23, 24.22, 21.96, 28.32]","[4.61, 7.02, 13.32, 12.36]","[1.14, 1.52, 2.67, 3.08]","[220, 234, 358, 434]","[175, 194, 218, 334]"
A069080,웹젠,"[12.74, 21.83, 18.51]","[13.51, 14.17, 11.75]","[1.43, 2.44, 1.72]","[518, 1083, 1030]","[422, 863, 869]"
A053580,웹케시,"[24.23, 28.66, 17.87]","[30.98, 27.87, 24.43]","[5.29, 7.12, 3.65]","[93, 143, 187]","[93, 174, 149]"
A065370,위세아이텍,"[27.29, 18.82, 16.0]","[18.54, 22.43, 34.48]","[4.47, 3.06, 5.08]","[29, 37, 58]","[27, 34, 40]"
A014830,유니드,"[9.87, 10.29, 20.51]","[6.15, 5.58, 4.89]","[0.58, 0.54, 0.88]","[848, 962, 1683]","[675, 768, 1824]"
A036200,유니셈,"[18.57, 15.25, 23.11]","[7.56, 12.49, 11.73]","[1.24, 1.71, 2.35]","[240, 322, 437]","[213, 205, 382]"
A077500,유니퀘스트,"[12.68, 10.8, 23.53]","[7.14, 16.75, 5.29]","[0.83, 1.71, 1.07]","[69, 90, 245]","[224, 205, 604]"
A084370,유진테크,"[2.45, 1.47, 22.86]","[65.56, 219.26, 19.62]","[1.55, 3.18, 3.95]","[238, 223, 739]","[108, 99, 632]"
A025820,이구산업,"[-3.26, 1.86, 18.72]","[-17.72, 34.92, 5.77]","[0.59, 0.65, 0.99]","[6, 59, 356]","[-34, 19, 211]"
A088390,이녹스,"[-9.23, 7.54, 32.18]","[-5.01, 11.82, 5.81]","[0.46, 0.81, 1.49]","[-51, 106, 242]","[-189, 124, 545]"
A272290,이녹스첨단소재,"[21.1, 13.17, 31.38]","[14.73, 17.67, 11.28]","[2.78, 2.16, 2.93]","[465, 438, 967]","[345, 252, 802]"
A264850,이랜시스,"[14.03, 5.78, 12.79, 18.39]","[0.0, 48.82, 18.28, 16.64]","[0.0, 2.12, 2.12, 2.72]","[41, 41, 43, 67]","[20, 11, 34, 60]"
A139480,이마트,"[2.76, 4.05, 16.25]","[15.2, 11.67, 2.68]","[0.39, 0.45, 0.41]","[1507, 2372, 3168]","[2238, 3626, 15891]"
A005950,이수화학,"[2.31, -2.4, -31.08, 15.63]","[22.45, -22.05, -2.91, 7.63]","[0.47, 0.51, 1.2, 1.09]","[74, 94, -327, 810]","[-16, -189, -1399, 720]"
A123570,이엠넷,"[8.88, 13.02, 11.68, 35.6]","[11.3, 10.96, 13.1, 5.43]","[0.92, 1.35, 1.45, 1.64]","[56, 77, 72, 92]","[45, 81, 79, 268]"
A091120,이엠텍,"[0.21, 0.51, 16.48]","[348.25, 210.54, 14.73]","[0.74, 0.98, 2.09]","[-56, 21, 371]","[-4, 6, 341]"
A039030,이오테크닉스,"[5.98, 3.17, 5.38, 15.33]","[27.21, 105.13, 67.51, 18.42]","[1.59, 3.27, 3.54, 2.61]","[179, 71, 385, 834]","[219, 118, 216, 676]"
A092130,이크레더블,"[26.81, 23.4, 22.98]","[16.37, 21.69, 17.04]","[4.16, 4.89, 3.75]","[167, 169, 182]","[137, 131, 139]"
A277410,인산가,"[11.45, 14.38, 15.0]","[15.91, 11.1, 10.17]","[1.66, 1.5, 1.36]","[40, 57, 82]","[32, 48, 64]"
A216050,인크로스,"[14.48, 17.55, 25.21]","[21.74, 35.35, 20.19]","[2.81, 5.24, 4.1]","[122, 148, 214]","[93, 123, 211]"
A317400,자이에스앤디,"[32.67, 0, 13.56, 13.59, 15.98]","[0.0, 0, 8.58, 16.29, 8.43]","[0, 1.07, 2.1, 1.14]","[0, 165, 273, 505]","[0, 124, 209, 375]"
A040420,정상제이엘에스,"[12.2, 10.48, 20.03]","[15.47, 14.72, 8.36]","[1.77, 1.47, 1.51]","[134, 88, 170]","[77, 67, 136]"
A122310,제노레이,"[25.32, 16.13, 19.71]","[7.68, 13.95, 10.06]","[1.82, 2.09, 1.79]","[147, 111, 150]","[132, 102, 143]"
A287410,제이시스메디칼,"[0.0, 190.55, 42.44]","[0.0, 0.0, 40.48]","[0.0, 0.0, 11.74]","[27, 114, 236]","[11, 75, 135]"
A137950,제이씨케미칼,"[13.79, 8.03, 28.18]","[11.11, 18.97, 6.23]","[1.4, 1.45, 1.53]","[130, 192, 398]","[117, 74, 334]"
A194370,제이에스코퍼레이션,"[5.26, 1.54, 27.4]","[20.39, 42.45, 5.91]","[1.01, 0.62, 1.34]","[111, 79, 610]","[82, 23, 483]"
A035900,JYP Ent.,"[22.52, 21.91, 17.29, 21.68]","[44.16, 27.36, 46.15, 43.15]","[7.86, 5.03, 6.96, 7.96]","[287, 435, 441, 568]","[243, 312, 296, 440]"
A030000,제일기획,"[15.09, 16.11, 15.58]","[20.04, 15.06, 15.88]","[2.57, 2.07, 2.07]","[2058, 2049, 2482]","[1395, 1583, 1676]"
A067000,조이시티,"[-25.69, -4.91, 21.79, 20.52]","[-15.64, -74.13, 39.53, 31.91]","[4.49, 3.64, 6.17, 5.94]","[-54, 85, 205, 227]","[-79, -19, 117, 182]"
A036930,주성엔지니어링,"[21.98, 12.28, -3.52, 30.07]","[7.29, 14.43, -48.2, 12.79]","[1.54, 1.64, 1.74, 3.37]","[412, 291, -250, 822]","[427, 271, -82, 796]"
A023450,동남합성,"[26.23, 16.1, 24.61]","[5.05, 17.91, 19.58]","[1.21, 3.61, 4.93]","[98, 135, 149]","[178, 99, 117]"
A263860,지니언스,"[9.43, 9.96, 16.23]","[15.59, 18.18, 19.43]","[1.35, 1.61, 2.64]","[23, 26, 59]","[31, 34, 62]"
A007070,GS리테일,"[5.86, 6.22, 7.5, 29.75]","[25.86, 22.7, 15.75, 2.97]","[1.49, 1.38, 1.15, 0.82]","[1803, 2388, 2526, 2474]","[1323, 1436, 1545, 8572]"
A007370,진양제약,"[3.84, 11.38, 16.79]","[32.06, 16.07, 8.86]","[1.13, 1.62, 1.2]","[-2, 43, 70]","[16, 52, 95]"
A002785,진흥기업우B,"[23.08, 18.86, 36.86]","[16.65, 18.65, 5.98]","[3.48, 3.2, 1.87]","[280, 147, 433]","[203, 204, 534]"
A002787,진흥기업2우B,"[23.08, 18.86, 36.86]","[16.65, 18.65, 5.98]","[3.48, 3.2, 1.87]","[280, 147, 433]","[203, 204, 534]"
A002780,진흥기업,"[23.08, 18.86, 36.86]","[16.65, 18.65, 5.98]","[3.48, 3.2, 1.87]","[280, 147, 433]","[203, 204, 534]"
A278280,천보,"[14.49, 12.57, 17.19]","[26.29, 66.7, 79.64]","[2.92, 7.99, 12.15]","[272, 301, 506]","[231, 274, 480]"
A094360,칩스앤미디어,"[14.91, 5.96, 17.76]","[15.62, 60.99, 36.45]","[2.2, 3.61, 6.02]","[36, 24, 52]","[45, 19, 63]"
A035720,카카오,"[1.04, -5.81, 2.7, 21.03]","[168.01, -42.82, 219.25, 25.16]","[1.59, 2.41, 5.32, 4.54]","[729, 2068, 4559, 6636]","[159, -3419, 1734, 16704]"
A307930,컴퍼니케이,"[25.75, 0, 22.88, 17.98, 22.02]","[0.0, 0, 12.86, 10.72, 9.59]","[0, 2.37, 1.81, 1.94]","[0, 108, 128, 182]","[0, 85, 99, 141]"
A044450,KSS해운,"[8.6, 8.79, 4.78, 17.85]","[7.3, 7.66, 18.28, 4.96]","[0.58, 0.62, 0.86, 0.79]","[468, 528, 507, 619]","[206, 234, 131, 528]"
A122450,KMH,"[7.13, 13.44, 15.62]","[8.05, 12.64, 9.38]","[0.56, 1.55, 1.44]","[449, 603, 741]","[246, 381, 641]"
A092220,KEC,"[0.67, -8.99, -24.43, 17.39]","[79.41, -6.19, -7.56, 12.27]","[0.53, 0.58, 2.11, 2.36]","[33, -70, -23, 256]","[18, -197, -449, 317]"
A046440,KG모빌리언스,"[6.04, 8.18, 9.16, 16.26]","[17.34, 10.2, 17.21, 7.52]","[1.0, 0.79, 1.45, 1.13]","[221, 348, 457, 499]","[121, 176, 225, 452]"
A035600,KG이니시스,"[17.61, 21.61, 15.23, 18.85]","[12.19, 9.49, 13.25, 7.54]","[1.99, 1.81, 1.74, 1.23]","[604, 822, 980, 1088]","[399, 600, 530, 850]"
A089010,켐트로닉스,"[1.4, 18.5, 16.24, 21.4]","[78.93, 15.55, 23.75, 15.5]","[1.05, 2.65, 3.52, 2.95]","[94, 263, 221, 366]","[11, 166, 180, 282]"
A190650,코리아에셋투자증권,"[11.68, 0, 10.9, 15.39]","[0.0, 0, 4.5, 5.28]","[0, 0.5, 0.76]","[0, 94, 163]","[0, 65, 116]"
A183300,코미코,"[36.03, 21.04, 16.06, 23.37]","[6.35, 11.09, 20.26, 11.83]","[1.99, 2.12, 3.07, 2.41]","[406, 345, 356, 580]","[303, 228, 233, 442]"
A192820,코스맥스,"[13.49, 10.45, 6.23, 18.03]","[40.11, 25.27, 46.85, 13.12]","[4.93, 2.34, 2.92, 2.22]","[523, 540, 666, 1162]","[211, 183, -291, 496]"
A003075,코오롱글로벌우,"[3.59, 8.04, 17.83, 30.72]","[11.15, 6.87, 5.96, 3.03]","[0.41, 0.54, 1.04, 0.81]","[768, 1256, 1763, 2539]","[145, 336, 805, 1690]"
A003070,코오롱글로벌,"[3.59, 8.04, 17.83, 30.72]","[11.15, 6.87, 5.96, 3.03]","[0.41, 0.54, 1.04, 0.81]","[768, 1256, 1763, 2539]","[145, 336, 805, 1690]"
A021240,코웨이,"[33.84, 30.74, 31.51, 28.52]","[15.65, 20.64, 13.25, 10.95]","[4.92, 6.24, 3.54, 2.74]","[5198, 4583, 6064, 6559]","[3498, 3322, 4047, 4846]"
A033290,코웰패션,"[26.8, 22.72, 22.98, 20.65]","[8.57, 9.93, 8.29, 9.93]","[2.03, 2.03, 1.69, 1.62]","[710, 761, 801, 1027]","[534, 544, 608, 760]"
A200130,콜마비앤에이치,"[23.84, 27.88, 19.67]","[15.05, 19.05, 13.13]","[3.25, 4.72, 2.38]","[741, 1092, 916]","[548, 801, 684]"
A110790,크리스에프앤씨,"[11.77, 16.91, 24.99]","[8.94, 7.86, 7.55]","[0.99, 1.17, 1.58]","[377, 498, 871]","[248, 386, 681]"
A214150,클래시스,"[34.51, 48.06, 36.06, 31.34]","[16.85, 26.49, 26.11, 22.81]","[4.96, 10.36, 8.05, 6.24]","[175, 417, 406, 538]","[149, 334, 382, 453]"
A039490,키움증권,"[10.84, 16.97, 27.63, 25.0]","[10.09, 5.56, 4.57, 2.89]","[0.97, 0.89, 1.11, 0.63]","[2890, 4737, 9690, 11758]","[1932, 3620, 7062, 8822]"
A124560,태웅로직스,"[39.83, 0, 30.61, 15.65, 55.27]","[0.0, 0, 8.11, 11.79, 3.69]","[0, 2.09, 1.64, 1.53]","[0, 150, 147, 615]","[0, 96, 79, 479]"
A095610,테스,"[4.56, 13.3, 27.84]","[50.68, 19.53, 7.95]","[2.23, 2.37, 1.87]","[117, 317, 622]","[97, 300, 740]"
A131970,테스나,"[21.87, 17.5, 19.23, 16.67]","[8.19, 16.57, 25.0, 20.73]","[1.61, 2.49, 4.27, 3.1]","[187, 242, 306, 529]","[162, 214, 372, 419]"
A055490,테이팩스,"[7.87, 12.86, 15.39]","[13.6, 12.86, 20.31]","[1.03, 1.55, 2.92]","[83, 138, 213]","[76, 138, 189]"
A064760,티씨케이,"[23.15, 24.65, 26.85]","[16.43, 24.17, 21.17]","[3.49, 5.41, 5.11]","[592, 803, 1034]","[468, 605, 819]"
A340570,티앤엘,"[0.0, 0, 24.1, 0, 19.09, 25.62]","[0.0, 0, 0.0, 0, 14.22, 15.35]","[0, 0, 2.42, 3.53]","[0, 0, 96, 241]","[0, 0, 100, 208]"
A131290,티에스이,"[8.91, 10.33, 15.1, 22.29]","[5.74, 9.44, 25.56, 14.78]","[0.45, 0.86, 3.41, 2.9]","[148, 207, 427, 558]","[128, 160, 294, 463]"
A356860,티엘비,"[40.8, 0, 0.0, 16.09]","[0.0, 0, 18.04, 16.12]","[0, 3.63, 2.4]","[0, 152, 134]","[0, 118, 124]"
A214450,파마리서치,"[7.65, 8.2, 14.42, 18.09]","[22.94, 21.69, 17.4, 18.83]","[1.69, 1.71, 2.3, 3.06]","[87, 191, 334, 538]","[113, 149, 325, 497]"
A005690,파미셀,"[8.78, 9.65, 15.54]","[117.1, 197.89, 82.25]","[9.88, 18.16, 11.97]","[20, 72, 76]","[43, 52, 95]"
A170790,파이오링크,"[15.59, 23.54, 19.6]","[9.99, 8.77, 10.84]","[1.37, 1.75, 1.9]","[42, 65, 109]","[56, 107, 112]"
A091700,파트론,"[3.08, 18.71, 6.2, 18.81]","[47.68, 11.72, 27.74, 8.69]","[1.41, 1.92, 1.63, 1.55]","[302, 1052, 419, 758]","[112, 642, 206, 760]"
A028670,팬오션,"[5.49, 3.25, 17.16]","[16.0, 29.0, 5.26]","[0.84, 0.96, 0.8]","[2100, 2252, 5729]","[1477, 907, 5493]"
A058430,포스코강판,"[1.23, 2.88, 37.59]","[38.3, 16.47, 3.22]","[0.47, 0.47, 1.03]","[100, 169, 1433]","[26, 71, 987]"
A318020,포인트모바일,"[14.42, 0, 26.62, 0, -42.01, 16.1]","[0.0, 0, 0.0, 0, -15.5, 27.58]","[0, 0, 6.61, 4.03]","[0, 0, 1, 72]","[0, 0, -185, 90]"
A103140,풍산,"[1.28, 5.09, 15.56]","[37.86, 10.89, 3.59]","[0.48, 0.54, 0.52]","[411, 1212, 3141]","[176, 719, 2434]"
A005810,풍산홀딩스,"[5.09, 3.39, 1.92, 20.86]","[8.22, 11.09, 16.28, 1.78]","[0.36, 0.33, 0.28, 0.32]","[365, 108, 94, 946]","[355, 242, 131, 1680]"
A053610,프로텍,"[16.67, 19.94, 5.54, 20.15]","[4.68, 4.6, 26.36, 8.27]","[0.69, 0.81, 1.3, 1.35]","[321, 460, 154, 478]","[254, 374, 111, 458]"
A178920,PI첨단소재,"[6.95, 15.62, 21.03]","[58.01, 26.04, 25.28]","[4.09, 3.84, 4.97]","[336, 600, 759]","[177, 417, 640]"
A319660,피에스케이,"[0, 0.0, 11.0, 32.42]","[0, 17.54, 26.9, 7.94]","[0, 1.78, 2.73, 2.21]","[0, 169, 316, 996]","[0, 150, 223, 817]"
A031980,피에스케이홀딩스,"[21.41, 6.54, 38.01, 21.03]","[5.73, 6.23, 2.82, 5.97]","[1.11, 0.4, 0.82, 1.08]","[86, 73, -25, 204]","[535, 126, 592, 473]"
A239890,피엔에이치테크,"[-27.59, 223.76, 117.77, 25.57]","[-12.53, -5.16, -15.71, 80.73]","[3.03, -2.49, 17.23, 14.13]","[-20, -5, -13, 31]","[-21, -76, -57, 31]"
A128660,피제이메탈,"[5.19, 11.42, 36.24]","[31.94, 11.94, 7.19]","[1.66, 1.33, 2.25]","[44, 64, 252]","[21, 47, 184]"
A347770,핌스,"[0.0, 0, 59.19, 0, 15.65, 17.92]","[0.0, 0, 0.0, 0, 20.09, 21.73]","[0, 0, 2.4, 3.62]","[0, 0, 41, 106]","[0, 0, 49, 94]"
A067310,하나마이크론,"[1.05, -1.7, -11.81, 17.62]","[61.63, -58.83, -20.32, 26.53]","[0.63, 1.05, 2.5, 4.71]","[534, 453, 510, 1027]","[216, 145, 36, 714]"
A166090,하나머티리얼즈,"[20.86, 22.82, 29.96]","[13.45, 14.75, 18.54]","[2.53, 2.95, 4.77]","[409, 531, 823]","[277, 380, 667]"
A003380,하림지주,"[3.24, 3.18, 16.39]","[14.43, 15.27, 2.8]","[0.37, 0.4, 0.34]","[3065, 3540, 7446]","[946, 1736, 5881]"
A004590,한국가구,"[5.97, 8.39, 17.79]","[10.33, 7.25, 4.42]","[0.6, 0.57, 0.75]","[87, 105, 149]","[61, 93, 219]"
A034950,한국기업평가,"[20.96, 19.89, 22.97]","[13.05, 23.32, 15.66]","[2.44, 4.88, 3.42]","[316, 327, 362]","[248, 242, 267]"
A071055,한국금융지주우,"[18.14, 16.27, 27.12]","[5.28, 5.63, 2.82]","[0.84, 0.82, 0.64]","[9418, 8564, 15210]","[8472, 8600, 17646]"
A071050,한국금융지주,"[18.14, 16.27, 27.12]","[5.28, 5.63, 2.82]","[0.84, 0.82, 0.64]","[9418, 8564, 15210]","[8472, 8600, 17646]"
A014790,한라,"[-3.82, 0.97, 34.98, 24.58]","[-16.94, 58.86, 2.19, 2.66]","[0.81, 0.55, 0.64, 0.59]","[599, 677, 967, 808]","[-121, 27, 1099, 966]"
A042700,한미반도체,"[8.85, 21.03, 34.59]","[24.06, 18.76, 18.06]","[1.85, 3.46, 5.4]","[137, 666, 1224]","[193, 501, 1044]"
A105630,한세실업,"[-11.43, -0.06, 8.56, 16.73]","[-15.64, -2776.24, 19.96, 13.43]","[1.89, 1.71, 1.63, 2.08]","[386, 849, 649, 1048]","[-498, -173, 258, 767]"
A009180,한솔로지스틱스,"[11.43, 17.09, 35.28]","[7.14, 7.32, 4.6]","[0.9, 1.16, 1.37]","[95, 131, 303]","[59, 87, 235]"
A014680,한솔케미칼,"[20.88, 24.5, 23.88]","[13.85, 18.09, 23.34]","[2.62, 3.94, 4.93]","[1112, 1519, 1977]","[910, 1301, 1587]"
A078350,한양디지텍,"[-36.78, 11.71, 36.63]","[-4.54, 13.12, 10.9]","[1.93, 1.42, 3.21]","[-79, 69, 300]","[-128, 45, 242]"
A001755,한양증권우,"[1.73, 7.85, 14.22, 22.11]","[19.45, 4.69, 2.66, 2.24]","[0.33, 0.35, 0.35, 0.45]","[56, 296, 643, 1210]","[47, 222, 459, 870]"
A001750,한양증권,"[1.73, 7.85, 14.22, 22.11]","[19.45, 4.69, 2.66, 2.24]","[0.33, 0.35, 0.35, 0.45]","[56, 296, 643, 1210]","[47, 222, 459, 870]"
A002220,한일철강,"[-6.98, -3.3, 15.87]","[-4.24, -8.81, 2.78]","[0.28, 0.29, 0.37]","[-73, -42, 296]","[-109, -48, 255]"
A066110,한프,"[-70.15, -49.12, 24.24]","[-1.83, -2.42, 8.51]","[1.53, 1.56, 1.64]","[-100, -55, -77]","[-194, -94, 82]"
A000885,한화우,"[10.73, 2.09, 4.79, 17.93]","[6.55, 27.21, 12.96, 3.36]","[0.69, 0.52, 0.58, 0.53]","[18061, 11257, 15820, 25650]","[7993, 2311, 7405, 21410]"
A00088K,한화3우B,"[10.73, 2.09, 4.79, 17.93]","[6.55, 27.21, 12.96, 3.36]","[0.69, 0.52, 0.58, 0.53]","[18061, 11257, 15820, 25650]","[7993, 2311, 7405, 21410]"
A000880,한화,"[10.73, 2.09, 4.79, 17.93]","[6.55, 27.21, 12.96, 3.36]","[0.69, 0.52, 0.58, 0.53]","[18061, 11257, 15820, 25650]","[7993, 2311, 7405, 21410]"
A195870,해성디에스,"[9.06, 13.62, 27.09]","[14.65, 13.83, 11.65]","[1.29, 1.79, 2.82]","[270, 435, 863]","[182, 300, 711]"
A004565,현대비앤지스틸우,"[5.55, 5.68, 15.07]","[6.28, 6.35, 3.58]","[0.34, 0.35, 0.5]","[365, 334, 897]","[218, 236, 698]"
A004560,현대비앤지스틸,"[5.55, 5.68, 15.07]","[6.28, 6.35, 3.58]","[0.34, 0.35, 0.5]","[365, 334, 897]","[218, 236, 698]"
A004800,효성,"[4.25, -2.26, 18.04]","[16.08, -30.51, 4.55]","[0.66, 0.68, 0.72]","[2021, 1371, 6406]","[1500, 12, 5406]"
A094280,효성ITX,"[21.77, 25.21, 18.84]","[19.16, 22.62, 17.28]","[3.89, 5.59, 2.31]","[130, 168, 203]","[108, 127, 144]"
A298050,효성첨단소재,"[-19.74, 0.03, 54.69]","[-7.11, 8489.96, 10.65]","[1.53, 2.13, 4.41]","[1583, 342, 4373]","[-529, 68, 3300]"
A298020,효성티앤씨,"[20.86, 25.1, 76.22]","[7.18, 6.68, 2.93]","[1.36, 1.52, 1.58]","[3229, 2666, 14237]","[1220, 1683, 10079]"
A298000,효성화학,"[21.37, -2.71, 15.58]","[5.25, -42.98, 13.75]","[1.01, 1.24, 1.92]","[1539, 609, 1486]","[878, -116, 704]"
A081660,휠라홀딩스,"[16.03, 23.8, 10.94, 18.63]","[22.78, 12.14, 19.11, 7.23]","[3.3, 2.58, 2.03, 1.21]","[3571, 4707, 3411, 5193]","[2100, 3381, 1977, 3685]"
A205470,휴마시스,"[-7.82, 0.0, 120.63]","[-31.81, 14.8, 3.78]","[2.57, 6.67, 2.83]","[-9, 254, 1936]","[-12, 209, 1512]"
A243070,휴온스,"[31.64, 21.36, 25.66, 18.04]","[14.24, 13.98, 12.08, 12.53]","[4.33, 3.01, 3.06, 2.2]","[453, 484, 541, 570]","[446, 374, 566, 450]"
